Student_ID,Gender,Age,Education,CGPA,Internships,Year,Hostel,Projects,Letter_of_Recommendation,Specialization,On/Off Campus,Package(LPA),HistoryOfBacklogs,Placement_Status
21341,Male,24,Bachelor,7.7,4,2019,Opted,1,No,Computer Science,On Campus,0,3,Not Placed
21342,Female,27,Bachelor,5.4,0,2022,Opted,3,Yes,Electronics,On Campus,0,3,Not Placed
21343,Male,23,Bachelor,,2,2023,Opted,0,No,Information Technology,On Campus,371926,1,Placed
21344,Male,30,Master,9.54,2,2023,Not Opted,5,Yes,Mechanical,On Campus,513142,1,Placed
21345,Male,24,Master,6.98,3,2018,Opted,3,Yes,Mechanical,On Campus,398462,2,Placed
21346,Male,29,Master,6.48,4,2020,Opted,1,No,Computer Science,Off Campus,0,4,Not Placed
21347,Male,30,Master,5.72,1,2021,Not Opted,0,Yes,Civil,On Campus,989417,2,Placed
21348,Male,25,Master,5.76,4,2018,Opted,2,Yes,Information Technology,Off Campus,0,4,Not Placed
21349,Female,27,Master,7.16,0,2019,Opted,4,Yes,Electrical,Off Campus,0,3,Not Placed
21350,Male,24,Master,7.98,1,2022,Not Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
21351,Female,27,Bachelor,5.4,2,2018,Opted,3,No,Mechanical,Off Campus,626542,2,Placed
21352,Female,27,Bachelor,9.7,3,2021,Not Opted,2,Yes,Electrical,On Campus,758310,1,Placed
21353,Male,24,Bachelor,8.78,3,2021,Opted,5,Yes,Electrical,Off Campus,0,4,Not Placed
21354,Female,24,Bachelor,7.93,2,2023,Opted,5,No,Mechanical,Off Campus,742353,2,Placed
21355,Female,26,Master,9.14,0,2019,Opted,1,No,Electrical,Off Campus,0,3,Not Placed
21356,Female,27,Bachelor,5.4,2,2018,Not Opted,4,No,Information Technology,On Campus,0,4,Not Placed
21357,Female,27,Bachelor,7.38,0,2020,Not Opted,2,Yes,Mechanical,Off Campus,0,3,Not Placed
21358,Male,27,Bachelor,8.15,1,2018,Not Opted,3,Yes,Electronics,Off Campus,0,3,Not Placed
21359,Female,26,Bachelor,9.14,2,2023,Opted,0,No,Mechanical,Off Campus,638292,0,Placed
21360,Male,24,Master,8.92,0,2021,Opted,3,Yes,Mechanical,On Campus,0,4,Not Placed
21361,Female,29,Master,6.39,1,2019,Not Opted,3,No,Information Technology,On Campus,951679,2,Placed
21362,Female,24,Master,9.7,2,2019,Not Opted,2,Yes,Information Technology,Off Campus,0,4,Not Placed
21363,Male,25,Bachelor,5.62,3,2020,Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
21364,Female,29,Master,9.38,2,2019,Opted,2,Yes,Electrical,Off Campus,0,3,Not Placed
21365,Female,24,Bachelor,9.85,4,2023,Opted,0,No,Information Technology,Off Campus,0,3,Not Placed
21366,Female,24,Master,5.89,2,2023,Opted,2,Yes,Electronics,On Campus,0,3,Not Placed
21367,Male,27,Master,8.61,4,2023,Not Opted,1,No,Computer Science,On Campus,0,3,Not Placed
21368,Female,26,Master,5.2,1,2019,Opted,3,Yes,Computer Science,On Campus,491040,2,Placed
21369,Male,28,Master,7.03,2,2019,Opted,4,Yes,Computer Science,Off Campus,971829,1,Placed
21370,Female,24,Master,7.58,1,2023,Opted,5,Yes,Computer Science,On Campus,958339,0,Placed
21371,Male,25,Bachelor,7.9,1,2019,Opted,0,No,Electrical,Off Campus,0,3,Not Placed
21372,Male,30,Master,9.68,0,2019,Opted,5,Yes,Computer Science,Off Campus,0,3,Not Placed
21373,Female,24,Bachelor,8.36,1,2021,Opted,3,Yes,Computer Science,Off Campus,764204,0,Placed
21374,Female,24,Bachelor,7.41,1,2018,Opted,2,Yes,Computer Science,On Campus,0,3,Not Placed
21375,Male,24,Bachelor,9.05,2,2022,Not Opted,5,No,Electronics,Off Campus,993983,1,Placed
21376,Male,27,Bachelor,9.75,2,2019,Not Opted,1,Yes,Electronics,On Campus,0,4,Not Placed
21377,Female,27,Bachelor,5.11,3,2022,Not Opted,2,No,Computer Science,Off Campus,581767,0,Placed
21378,Male,26,Master,9.91,0,2022,Opted,3,Yes,Electronics,On Campus,911782,2,Placed
21379,Female,24,Master,5.43,1,2021,Not Opted,5,No,Information Technology,Off Campus,709068,0,Placed
21380,Female,30,Master,9.07,0,2019,Opted,0,No,Computer Science,On Campus,575360,1,Placed
21381,Female,25,Master,6.4,4,2023,Opted,5,Yes,Electrical,Off Campus,527535,2,Placed
21382,Female,26,Bachelor,5.66,1,2022,Opted,5,No,Computer Science,On Campus,0,4,Not Placed
21383,Male,25,Master,7.2,0,2019,Opted,4,No,Electronics,Off Campus,0,3,Not Placed
21384,Female,26,Master,8.22,3,2020,Not Opted,5,Yes,Computer Science,Off Campus,787699,0,Placed
21385,Male,27,Bachelor,6.9,3,2023,Opted,3,No,Civil,Off Campus,964797,2,Placed
21386,Female,27,Bachelor,5.27,1,2020,Opted,0,No,Computer Science,On Campus,273185,0,Placed
21387,Male,25,Master,8.0,4,2020,Not Opted,3,No,Electrical,Off Campus,0,4,Not Placed
21388,Female,30,Master,9.51,3,2022,Not Opted,1,No,Mechanical,Off Campus,856248,0,Placed
21389,Male,26,Bachelor,6.92,3,2020,Not Opted,2,Yes,Computer Science,Off Campus,700735,2,Placed
21390,Male,24,Master,6.08,4,2021,Opted,5,No,Information Technology,On Campus,327574,1,Placed
21391,Female,29,Master,7.21,0,2021,Not Opted,4,No,Information Technology,Off Campus,912495,2,Placed
21392,Female,24,Master,5.24,3,2022,Opted,0,Yes,Electrical,Off Campus,229424,0,Placed
21393,Female,24,Master,9.1,2,2019,Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
21394,Female,27,Bachelor,9.13,3,2018,Not Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
21395,Male,27,Bachelor,7.94,0,2019,Not Opted,4,Yes,Electrical,On Campus,0,3,Not Placed
21396,Female,24,Bachelor,6.77,0,2019,Not Opted,5,Yes,Information Technology,Off Campus,0,4,Not Placed
21397,Male,24,Master,9.0,1,2019,Opted,0,Yes,Electrical,On Campus,615915,0,Placed
21398,Male,28,Master,7.77,2,2019,Opted,0,Yes,Computer Science,On Campus,0,4,Not Placed
21399,Female,25,Master,9.13,0,2023,Opted,4,Yes,Information Technology,On Campus,709968,0,Placed
21400,Male,30,Master,8.16,4,2018,Opted,2,Yes,Electrical,Off Campus,472094,2,Placed
21401,Male,27,Master,8.92,2,2023,Opted,5,Yes,Electrical,Off Campus,860773,1,Placed
21402,Male,24,Bachelor,7.99,2,2020,Opted,5,Yes,Information Technology,On Campus,239305,0,Placed
21403,Male,24,Master,7.07,4,2019,Not Opted,3,Yes,Computer Science,Off Campus,0,3,Not Placed
21404,Female,28,Master,9.79,3,2021,Opted,5,No,Computer Science,Off Campus,0,3,Not Placed
21405,Female,27,Bachelor,7.71,4,2022,Not Opted,4,No,Computer Science,On Campus,266778,1,Placed
21406,Female,24,Master,8.03,4,2022,Not Opted,1,No,Information Technology,On Campus,564777,0,Placed
21407,Female,22,Bachelor,6.1,3,2023,Not Opted,4,No,Computer Science,On Campus,677061,1,Placed
21408,Male,23,Bachelor,8.13,3,2023,Not Opted,0,No,Electrical,On Campus,558451,2,Placed
21409,Male,23,Bachelor,7.86,3,2021,Not Opted,5,Yes,Electrical,Off Campus,760451,1,Placed
21410,Female,21,Bachelor,5.92,3,2019,Opted,5,Yes,Information Technology,Off Campus,249592,2,Placed
21411,Female,23,Bachelor,5.3,3,2018,Opted,3,No,Information Technology,Off Campus,0,3,Not Placed
21412,Female,26,Master,8.02,4,2020,Opted,1,No,Computer Science,Off Campus,388405,2,Placed
21413,Male,27,Bachelor,8.82,1,2022,Opted,5,Yes,Electrical,Off Campus,579575,0,Placed
21414,Female,27,Bachelor,7.62,1,2020,Not Opted,3,No,Mechanical,Off Campus,732327,0,Placed
21415,Female,26,Master,6.13,0,2018,Not Opted,3,Yes,Electronics,On Campus,339270,0,Placed
21416,Female,25,Master,8.33,1,2023,Not Opted,1,No,Electronics,Off Campus,365426,0,Placed
21417,Male,24,Bachelor,5.4,1,2022,Opted,4,Yes,Electronics,Off Campus,0,4,Not Placed
21418,Male,24,Master,7.21,4,2020,Opted,4,No,Information Technology,Off Campus,465968,2,Placed
21419,Male,24,Master,5.82,3,2023,Opted,4,Yes,Computer Science,On Campus,551679,0,Placed
21420,Male,27,Bachelor,,3,2018,Opted,2,No,Electrical,On Campus,203436,1,Placed
21421,Male,21,Bachelor,6.01,4,2020,Not Opted,4,No,Computer Science,Off Campus,817838,1,Placed
21422,Male,27,Master,6.93,1,2019,Not Opted,1,Yes,Electrical,On Campus,0,4,Not Placed
21423,Male,21,Bachelor,5.26,4,2023,Opted,2,Yes,Electronics,On Campus,216057,2,Placed
21424,Male,22,Bachelor,6.99,0,2018,Opted,4,No,Electronics,Off Campus,725598,2,Placed
21425,Female,24,Master,7.56,3,2020,Not Opted,2,No,Information Technology,Off Campus,851201,2,Placed
21426,Female,21,Bachelor,7.42,2,2019,Not Opted,1,Yes,Electrical,Off Campus,0,4,Not Placed
21427,Male,27,Bachelor,6.91,0,2019,Not Opted,4,Yes,Electrical,On Campus,969129,2,Placed
21428,Male,26,Bachelor,9.2,0,2018,Not Opted,0,Yes,Electronics,On Campus,979276,2,Placed
21429,Female,21,Bachelor,5.73,4,2021,Opted,5,No,Electronics,Off Campus,790301,0,Placed
21430,Male,21,Bachelor,7.53,1,2022,Not Opted,1,No,Civil,On Campus,864266,2,Placed
21431,Male,26,Master,5.31,3,2018,Not Opted,3,Yes,Computer Science,On Campus,865228,0,Placed
21432,Male,24,Master,5.36,2,2019,Not Opted,3,No,Information Technology,On Campus,742834,0,Placed
21433,Female,24,Bachelor,7.87,0,2019,Not Opted,1,No,Computer Science,Off Campus,298812,2,Placed
21434,Female,26,Master,7.83,2,2018,Opted,3,Yes,Computer Science,Off Campus,797143,1,Placed
21435,Female,27,Bachelor,9.39,1,2021,Opted,1,No,Mechanical,Off Campus,0,3,Not Placed
21436,Female,27,Bachelor,7.79,1,2022,Opted,0,Yes,Civil,Off Campus,575735,1,Placed
21437,Female,27,Bachelor,9.8,2,2020,Opted,1,Yes,Computer Science,Off Campus,398453,2,Placed
21438,Male,25,Bachelor,5.24,3,2018,Opted,4,No,Computer Science,On Campus,879044,2,Placed
21439,Female,27,Bachelor,5.49,1,2022,Opted,4,No,Computer Science,On Campus,492002,1,Placed
21440,Male,24,Master,5.22,2,2022,Not Opted,2,Yes,Electronics,On Campus,245330,2,Placed
21441,Male,30,Master,5.93,0,2023,Not Opted,3,Yes,Computer Science,On Campus,979340,0,Placed
21442,Female,22,Bachelor,7.71,2,2019,Not Opted,5,Yes,Computer Science,On Campus,0,4,Not Placed
21443,Female,24,Master,8.23,2,2020,Not Opted,3,No,Computer Science,On Campus,554347,2,Placed
21444,Male,21,Bachelor,5.23,4,2018,Opted,1,Yes,Information Technology,Off Campus,487437,2,Placed
21445,Male,26,Master,9.73,1,2019,Not Opted,5,Yes,Mechanical,Off Campus,335701,1,Placed
21446,Male,26,Bachelor,9.21,3,2023,Opted,5,Yes,Computer Science,On Campus,205704,0,Placed
21447,Female,24,Master,,3,2023,Not Opted,3,Yes,Information Technology,Off Campus,332848,1,Placed
21448,Female,23,Bachelor,5.39,4,2019,Not Opted,5,No,Computer Science,On Campus,388327,1,Placed
21449,Female,25,Bachelor,5.85,3,2021,Not Opted,5,No,Information Technology,On Campus,772569,2,Placed
21450,Female,24,Master,5.63,2,2022,Opted,4,Yes,Electronics,Off Campus,841260,0,Placed
21451,Female,30,Master,5.62,4,2018,Not Opted,0,No,Computer Science,Off Campus,313532,2,Placed
21452,Male,23,Bachelor,7.59,0,2018,Opted,1,No,Computer Science,On Campus,624452,2,Placed
21453,Female,30,Master,6.23,1,2018,Opted,3,No,Electronics,Off Campus,266780,2,Placed
21454,Male,23,Bachelor,6.79,1,2019,Not Opted,4,Yes,Computer Science,On Campus,400277,2,Placed
21455,Male,25,Master,9.95,1,2021,Opted,2,No,Electrical,On Campus,0,4,Not Placed
21456,Male,25,Master,8.42,2,2020,Opted,5,No,Information Technology,On Campus,0,3,Not Placed
21457,Female,24,Bachelor,9.74,0,2023,Not Opted,5,Yes,Computer Science,On Campus,517477,0,Placed
21458,Female,24,Master,5.71,4,2019,Not Opted,3,Yes,Electrical,On Campus,0,4,Not Placed
21459,Female,25,Master,6.91,4,2020,Not Opted,0,No,Electronics,Off Campus,0,3,Not Placed
21460,Male,27,Bachelor,,1,2023,Not Opted,0,No,Electrical,On Campus,0,3,Not Placed
21461,Male,25,Master,5.38,0,2023,Not Opted,3,Yes,Computer Science,Off Campus,0,3,Not Placed
21462,Male,24,Bachelor,5.02,0,2021,Not Opted,3,Yes,Information Technology,On Campus,0,4,Not Placed
21463,Male,26,Bachelor,8.35,0,2022,Opted,4,Yes,Information Technology,Off Campus,438408,0,Placed
21464,Male,27,Bachelor,8.21,3,2018,Not Opted,3,Yes,Electrical,On Campus,814181,1,Placed
21465,Male,24,Bachelor,7.05,3,2020,Not Opted,2,No,Electrical,Off Campus,0,3,Not Placed
21466,Female,27,Bachelor,7.45,1,2019,Opted,4,Yes,Computer Science,On Campus,230844,1,Placed
21467,Female,27,Master,7.08,0,2020,Not Opted,5,No,Electrical,On Campus,576645,1,Placed
21468,Female,22,Bachelor,,0,2022,Opted,5,No,Electrical,Off Campus,725080,2,Placed
21469,Female,23,Bachelor,6.68,4,2018,Not Opted,5,No,Information Technology,Off Campus,632911,1,Placed
21470,Male,24,Master,5.89,4,2020,Not Opted,5,Yes,Electrical,Off Campus,807475,2,Placed
21471,Male,28,Master,5.49,1,2022,Opted,1,Yes,Computer Science,Off Campus,242510,0,Placed
21472,Female,29,Master,9.78,0,2019,Not Opted,2,No,Information Technology,Off Campus,632353,0,Placed
21473,Male,24,Bachelor,8.0,1,2021,Opted,4,No,Civil,Off Campus,313104,2,Placed
21474,Female,26,Bachelor,8.64,4,2023,Not Opted,4,No,Information Technology,On Campus,928770,0,Placed
21475,Female,27,Bachelor,6.58,4,2019,Not Opted,5,No,Information Technology,On Campus,0,3,Not Placed
21476,Female,26,Master,6.97,3,2018,Opted,0,No,Electrical,On Campus,892150,0,Placed
21477,Male,27,Bachelor,6.18,1,2023,Not Opted,4,Yes,Civil,Off Campus,545712,2,Placed
21478,Female,24,Master,5.48,1,2019,Not Opted,2,Yes,Civil,Off Campus,0,3,Not Placed
21479,Female,27,Bachelor,5.9,0,2019,Opted,3,Yes,Electrical,Off Campus,624101,1,Placed
21480,Female,29,Master,8.99,0,2019,Not Opted,2,No,Computer Science,On Campus,265214,1,Placed
21481,Male,24,Bachelor,8.39,3,2019,Opted,5,No,Mechanical,Off Campus,769158,1,Placed
21482,Male,25,Bachelor,7.73,2,2023,Not Opted,5,Yes,Electrical,On Campus,983577,2,Placed
21483,Female,27,Bachelor,7.38,2,2018,Opted,1,Yes,Information Technology,Off Campus,248110,1,Placed
21484,Male,30,Master,9.61,2,2022,Not Opted,4,No,Electronics,Off Campus,723538,0,Placed
21485,Male,26,Master,5.36,1,2020,Opted,4,Yes,Information Technology,Off Campus,860531,1,Placed
21486,Male,27,Bachelor,6.4,1,2021,Opted,4,Yes,Computer Science,On Campus,0,4,Not Placed
21487,Male,23,Bachelor,6.75,4,2020,Not Opted,5,Yes,Electronics,Off Campus,0,4,Not Placed
21488,Male,27,Bachelor,8.91,1,2020,Not Opted,4,No,Electrical,On Campus,665462,1,Placed
21489,Male,28,Master,9.96,1,2021,Opted,0,No,Information Technology,Off Campus,446797,1,Placed
21490,Male,27,Bachelor,6.2,1,2023,Not Opted,0,Yes,Computer Science,Off Campus,0,4,Not Placed
21491,Male,26,Bachelor,9.37,3,2018,Opted,3,No,Electrical,Off Campus,369299,1,Placed
21492,Male,27,Bachelor,9.15,1,2021,Not Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
21493,Male,27,Bachelor,6.12,0,2018,Not Opted,1,Yes,Information Technology,On Campus,0,4,Not Placed
21494,Female,26,Master,7.0,0,2023,Opted,3,No,Electrical,Off Campus,487832,2,Placed
21495,Female,29,Master,7.05,4,2020,Opted,5,No,Mechanical,On Campus,0,4,Not Placed
21496,Male,24,Bachelor,9.89,3,2018,Not Opted,4,No,Electrical,Off Campus,484712,0,Placed
21497,Female,27,Bachelor,5.9,0,2023,Not Opted,0,Yes,Electronics,Off Campus,0,3,Not Placed
21498,Female,24,Master,9.0,3,2023,Not Opted,1,Yes,Electronics,Off Campus,294449,2,Placed
21499,Male,24,Master,6.67,3,2022,Not Opted,3,Yes,Electrical,On Campus,769505,1,Placed
21500,Male,27,Bachelor,8.65,4,2021,Not Opted,1,No,Computer Science,Off Campus,379194,0,Placed
21501,Male,29,Master,7.1,3,2022,Opted,4,Yes,Mechanical,On Campus,723048,0,Placed
21502,Female,25,Master,7.89,1,2020,Not Opted,2,Yes,Information Technology,On Campus,0,3,Not Placed
21503,Female,24,Bachelor,9.16,3,2021,Not Opted,1,Yes,Computer Science,Off Campus,327873,2,Placed
21504,Male,24,Master,9.02,4,2020,Opted,1,Yes,Computer Science,On Campus,487502,0,Placed
21505,Male,24,Master,9.33,4,2022,Opted,5,No,Electronics,Off Campus,314064,2,Placed
21506,Male,27,Bachelor,5.3,4,2023,Opted,0,No,Computer Science,On Campus,997455,2,Placed
21507,Female,26,Bachelor,8.46,0,2020,Not Opted,4,No,Computer Science,On Campus,819675,0,Placed
21508,Female,24,Master,5.7,1,2021,Opted,1,Yes,Electronics,On Campus,884116,2,Placed
21509,Female,27,Bachelor,7.08,0,2021,Opted,4,Yes,Mechanical,On Campus,0,3,Not Placed
21510,Female,24,Master,7.74,2,2020,Opted,0,Yes,Electrical,Off Campus,286728,0,Placed
21511,Male,27,Bachelor,7.01,1,2021,Opted,5,No,Computer Science,On Campus,0,3,Not Placed
21512,Male,27,Master,7.6,3,2023,Not Opted,4,No,Computer Science,Off Campus,0,3,Not Placed
21513,Male,25,Bachelor,9.98,4,2023,Not Opted,0,No,Electrical,On Campus,305696,2,Placed
21514,Male,30,Master,5.68,2,2021,Not Opted,0,No,Computer Science,Off Campus,473591,2,Placed
21515,Female,30,Master,8.38,1,2020,Opted,3,No,Electrical,Off Campus,317954,0,Placed
21516,Female,28,Master,6.98,0,2022,Opted,5,Yes,Computer Science,On Campus,286569,1,Placed
21517,Male,27,Bachelor,5.67,4,2021,Opted,5,No,Mechanical,On Campus,437963,0,Placed
21518,Male,25,Bachelor,5.79,0,2021,Opted,4,No,Information Technology,Off Campus,0,3,Not Placed
21519,Female,30,Master,9.75,1,2021,Opted,2,No,Computer Science,On Campus,221637,2,Placed
21520,Male,25,Master,9.4,1,2021,Opted,3,Yes,Mechanical,On Campus,0,3,Not Placed
21521,Female,22,Bachelor,9.54,2,2020,Not Opted,5,No,Computer Science,On Campus,0,4,Not Placed
21522,Male,25,Bachelor,9.96,3,2022,Not Opted,0,No,Information Technology,On Campus,0,4,Not Placed
21523,Male,23,Bachelor,6.04,0,2022,Opted,5,No,Electronics,On Campus,0,3,Not Placed
21524,Male,27,Bachelor,6.78,2,2018,Not Opted,2,Yes,Information Technology,On Campus,223560,1,Placed
21525,Male,27,Bachelor,8.35,4,2021,Opted,1,Yes,Information Technology,On Campus,989466,1,Placed
21526,Male,25,Bachelor,7.42,3,2021,Opted,1,No,Information Technology,On Campus,331241,0,Placed
21527,Male,28,Master,7.09,2,2018,Not Opted,5,No,Computer Science,On Campus,816737,0,Placed
21528,Male,21,Bachelor,,0,2022,Opted,5,No,Computer Science,Off Campus,727527,0,Placed
21529,Female,24,Master,7.97,1,2019,Not Opted,3,No,Electronics,On Campus,727703,2,Placed
21530,Female,23,Bachelor,7.88,4,2023,Opted,5,Yes,Electrical,On Campus,678704,1,Placed
21531,Female,27,Bachelor,5.81,0,2019,Opted,2,No,Computer Science,On Campus,0,3,Not Placed
21532,Female,25,Master,7.36,3,2022,Not Opted,5,Yes,Computer Science,On Campus,0,4,Not Placed
21533,Female,29,Master,7.77,3,2021,Opted,4,No,Mechanical,On Campus,218225,1,Placed
21534,Male,27,Bachelor,7.85,1,2019,Opted,2,Yes,Civil,Off Campus,280459,1,Placed
21535,Male,24,Master,6.05,1,2020,Opted,3,Yes,Information Technology,Off Campus,714782,1,Placed
21536,Female,24,Master,8.71,4,2020,Not Opted,4,No,Electronics,On Campus,916464,0,Placed
21537,Male,25,Master,5.13,4,2018,Opted,4,Yes,Electronics,Off Campus,483080,2,Placed
21538,Female,24,Master,6.77,1,2022,Opted,1,No,Computer Science,On Campus,0,3,Not Placed
21539,Female,27,Bachelor,8.9,1,2022,Opted,2,Yes,Computer Science,On Campus,564413,0,Placed
21540,Male,29,Master,7.82,3,2019,Not Opted,4,Yes,Computer Science,Off Campus,764240,2,Placed
21541,Male,27,Bachelor,6.31,1,2021,Not Opted,3,No,Electronics,Off Campus,942759,1,Placed
21542,Male,26,Bachelor,8.47,2,2022,Not Opted,1,No,Electronics,Off Campus,467524,2,Placed
21543,Female,27,Bachelor,7.84,0,2019,Not Opted,4,Yes,Electrical,Off Campus,905658,0,Placed
21544,Male,21,Bachelor,8.98,1,2019,Not Opted,2,Yes,Computer Science,Off Campus,805109,1,Placed
21545,Female,24,Master,8.68,4,2023,Opted,1,No,Electrical,On Campus,620476,0,Placed
21546,Female,28,Master,8.05,2,2023,Not Opted,2,No,Electronics,On Campus,0,3,Not Placed
21547,Female,22,Bachelor,7.44,4,2022,Not Opted,2,No,Mechanical,On Campus,347215,1,Placed
21548,Male,27,Bachelor,5.67,2,2019,Opted,2,Yes,Computer Science,Off Campus,928309,2,Placed
21549,Male,27,Bachelor,6.31,1,2018,Not Opted,1,No,Electronics,On Campus,362650,0,Placed
21550,Female,27,Bachelor,7.1,0,2018,Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
21551,Male,26,Master,8.0,4,2023,Not Opted,5,Yes,Electronics,On Campus,519475,2,Placed
21552,Male,21,Bachelor,7.57,2,2022,Opted,0,No,Electrical,Off Campus,816839,2,Placed
21553,Male,24,Master,6.44,3,2021,Opted,4,No,Computer Science,Off Campus,709142,1,Placed
21554,Female,22,Bachelor,5.03,1,2018,Not Opted,1,No,Electronics,On Campus,271519,2,Placed
21555,Female,26,Bachelor,7.48,0,2018,Not Opted,0,No,Computer Science,On Campus,350250,0,Placed
21556,Male,26,Bachelor,6.43,1,2023,Opted,0,Yes,Electronics,On Campus,0,4,Not Placed
21557,Female,22,Bachelor,8.67,3,2023,Opted,0,No,Computer Science,On Campus,0,3,Not Placed
21558,Male,24,Master,5.12,0,2022,Opted,5,No,Electronics,Off Campus,0,4,Not Placed
21559,Male,30,Master,7.92,3,2023,Opted,3,No,Mechanical,On Campus,309365,0,Placed
21560,Male,25,Master,9.71,1,2020,Opted,1,No,Information Technology,Off Campus,721291,1,Placed
21561,Male,25,Bachelor,5.87,2,2019,Opted,5,No,Electrical,On Campus,498510,0,Placed
21562,Female,22,Bachelor,7.36,1,2018,Opted,5,No,Information Technology,On Campus,646171,2,Placed
21563,Female,26,Master,5.46,1,2020,Not Opted,3,Yes,Computer Science,On Campus,299830,1,Placed
21564,Female,29,Master,8.13,1,2021,Opted,0,Yes,Electrical,On Campus,0,3,Not Placed
21565,Male,22,Bachelor,7.75,4,2020,Not Opted,3,Yes,Electronics,On Campus,0,3,Not Placed
21566,Male,27,Bachelor,7.04,3,2022,Not Opted,3,No,Mechanical,Off Campus,777907,0,Placed
21567,Male,24,Master,7.61,3,2021,Opted,5,No,Mechanical,On Campus,470445,2,Placed
21568,Female,23,Bachelor,9.48,3,2021,Opted,1,No,Electrical,Off Campus,0,3,Not Placed
21569,Male,27,Bachelor,,4,2023,Not Opted,2,Yes,Electronics,On Campus,0,4,Not Placed
21570,Female,26,Master,5.11,2,2020,Opted,3,No,Electronics,Off Campus,303623,1,Placed
21571,Female,27,Bachelor,9.31,1,2022,Opted,3,Yes,Information Technology,On Campus,0,4,Not Placed
21572,Female,28,Master,7.89,2,2018,Not Opted,0,No,Computer Science,On Campus,0,3,Not Placed
21573,Female,26,Bachelor,9.45,4,2023,Not Opted,0,No,Information Technology,On Campus,0,3,Not Placed
21574,Female,30,Master,7.98,3,2020,Not Opted,5,Yes,Electronics,Off Campus,692133,0,Placed
21575,Female,23,Bachelor,9.05,1,2018,Opted,0,Yes,Electrical,Off Campus,241770,0,Placed
21576,Male,24,Master,7.15,0,2020,Opted,4,Yes,Electronics,On Campus,746588,1,Placed
21577,Male,24,Master,8.75,0,2023,Not Opted,3,Yes,Computer Science,On Campus,842313,0,Placed
21578,Female,27,Master,9.57,2,2018,Opted,0,Yes,Civil,On Campus,399307,2,Placed
21579,Female,25,Master,7.86,3,2023,Not Opted,1,Yes,Information Technology,Off Campus,622701,1,Placed
21580,Male,24,Bachelor,5.9,0,2020,Opted,4,No,Electrical,On Campus,240285,2,Placed
21581,Female,27,Bachelor,6.34,2,2021,Not Opted,5,Yes,Computer Science,Off Campus,921915,0,Placed
21582,Female,24,Master,5.99,4,2019,Opted,2,No,Computer Science,On Campus,317713,1,Placed
21583,Male,24,Bachelor,6.23,2,2021,Not Opted,3,No,Electronics,Off Campus,0,3,Not Placed
21584,Female,26,Bachelor,6.53,2,2023,Opted,3,No,Civil,Off Campus,0,4,Not Placed
21585,Female,27,Bachelor,7.78,2,2023,Opted,1,No,Information Technology,Off Campus,0,3,Not Placed
21586,Female,27,Bachelor,7.94,1,2023,Not Opted,2,No,Computer Science,On Campus,844158,2,Placed
21587,Male,25,Bachelor,7.13,2,2018,Opted,2,Yes,Information Technology,Off Campus,0,3,Not Placed
21588,Male,26,Master,8.08,2,2022,Opted,5,Yes,Computer Science,On Campus,0,3,Not Placed
21589,Male,24,Master,5.41,1,2023,Not Opted,5,Yes,Computer Science,Off Campus,0,4,Not Placed
21590,Female,29,Master,5.44,1,2021,Opted,4,No,Electronics,On Campus,0,4,Not Placed
21591,Female,28,Master,5.86,4,2019,Opted,3,Yes,Mechanical,Off Campus,0,3,Not Placed
21592,Male,27,Bachelor,7.59,3,2023,Opted,0,No,Computer Science,Off Campus,0,4,Not Placed
21593,Female,27,Bachelor,6.07,0,2023,Not Opted,5,No,Electrical,On Campus,0,3,Not Placed
21594,Female,24,Master,6.42,0,2023,Not Opted,1,No,Computer Science,On Campus,648381,1,Placed
21595,Female,22,Bachelor,,2,2018,Not Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
21596,Female,27,Bachelor,9.06,4,2023,Not Opted,1,Yes,Computer Science,Off Campus,759013,0,Placed
21597,Female,28,Master,5.07,2,2021,Not Opted,5,Yes,Electrical,On Campus,0,4,Not Placed
21598,Male,23,Bachelor,8.25,0,2020,Opted,5,Yes,Computer Science,Off Campus,0,4,Not Placed
21599,Female,28,Master,8.34,1,2022,Opted,1,Yes,Information Technology,Off Campus,284600,2,Placed
21600,Male,24,Master,8.99,3,2023,Not Opted,5,Yes,Computer Science,On Campus,335513,2,Placed
21601,Female,27,Bachelor,,4,2018,Opted,0,No,Computer Science,On Campus,311315,0,Placed
21602,Male,24,Bachelor,5.1,1,2021,Opted,0,Yes,Computer Science,On Campus,0,4,Not Placed
21603,Female,24,Master,5.77,3,2023,Opted,4,No,Mechanical,Off Campus,0,4,Not Placed
21604,Male,26,Master,9.43,4,2018,Opted,3,No,Electronics,Off Campus,811692,2,Placed
21605,Female,27,Bachelor,7.29,4,2020,Not Opted,0,No,Mechanical,Off Campus,635213,2,Placed
21606,Male,24,Master,7.82,0,2019,Not Opted,4,Yes,Information Technology,On Campus,0,3,Not Placed
21607,Female,27,Master,8.32,1,2023,Opted,2,No,Information Technology,Off Campus,0,4,Not Placed
21608,Male,29,Master,8.4,4,2021,Opted,3,No,Information Technology,On Campus,0,4,Not Placed
